pseudo_name,a_0,ecutwfc,ecutrho_r,degauss,mixing_beta,conv_thr_o,n_k_points,cell_volume,pressure,total_energy,n_it,sim_time
Al.pbe-uspp.UPF,7.0,80,4,0.02,0.7,-7,8,85.75,357.55,-5.01490629,4,7.717949390411377
Al.pbe-uspp.UPF,7.005025125628141,80,4,0.02,0.7,-7,8,85.9348,352.93,-5.01535257,4,7.890344619750977
Al.pbe-uspp.UPF,7.010050251256281,80,4,0.02,0.7,-7,8,86.1199,348.34,-5.01579369,4,7.508983850479126
Al.pbe-uspp.UPF,7.015075376884422,80,4,0.02,0.7,-7,8,86.3052,343.79,-5.01622969,4,7.503907680511475
Al.pbe-uspp.UPF,7.0201005025125625,80,4,0.02,0.7,-7,8,86.4908,339.27,-5.01666068,4,7.500796318054199
Al.pbe-uspp.UPF,7.025125628140704,80,4,0.02,0.7,-7,8,86.6767,334.8,-5.01708652,4,8.249414920806885
Al.pbe-uspp.UPF,7.030150753768845,80,4,0.02,0.7,-7,8,86.8628,330.35,-5.01750733,4,8.424333810806274
Al.pbe-uspp.UPF,7.035175879396985,80,4,0.02,0.7,-7,8,87.0492,325.95,-5.01792314,4,8.296984910964966
Al.pbe-uspp.UPF,7.040201005025126,80,4,0.02,0.7,-7,8,87.2359,321.58,-5.01833397,4,8.191443920135498
Al.pbe-uspp.UPF,7.045226130653266,80,4,0.02,0.7,-7,8,87.4228,317.24,-5.01873986,4,8.21116852760315
Al.pbe-uspp.UPF,7.050251256281407,80,4,0.02,0.7,-7,8,87.61,312.94,-5.01914083,4,8.096564531326294
Al.pbe-uspp.UPF,7.055276381909548,80,4,0.02,0.7,-7,8,87.7975,308.67,-5.01953692,4,8.165026426315308
Al.pbe-uspp.UPF,7.060301507537688,80,4,0.02,0.7,-7,8,87.9852,304.44,-5.01992822,4,8.314499616622925
Al.pbe-uspp.UPF,7.065326633165829,80,4,0.02,0.7,-7,8,88.1732,300.25,-5.02031462,4,8.131041765213013
Al.pbe-uspp.UPF,7.0703517587939695,80,4,0.02,0.7,-7,8,88.3615,296.08,-5.02069622,4,8.166110277175903
Al.pbe-uspp.UPF,7.075376884422111,80,4,0.02,0.7,-7,8,88.55,291.95,-5.02107305,4,8.279904127120972
Al.pbe-uspp.UPF,7.080402010050252,80,4,0.02,0.7,-7,8,88.7388,287.86,-5.02144514,4,8.219879388809204
Al.pbe-uspp.UPF,7.085427135678392,80,4,0.02,0.7,-7,8,88.9279,283.8,-5.02181251,4,8.24563717842102
Al.pbe-uspp.UPF,7.090452261306533,80,4,0.02,0.7,-7,8,89.1172,279.77,-5.0221752,4,8.249748468399048
Al.pbe-uspp.UPF,7.0954773869346734,80,4,0.02,0.7,-7,8,89.3069,275.77,-5.02253323,4,8.137742280960083
Al.pbe-uspp.UPF,7.100502512562814,80,4,0.02,0.7,-7,8,89.4968,271.8,-5.0228867,4,8.032863140106201
Al.pbe-uspp.UPF,7.105527638190955,80,4,0.02,0.7,-7,8,89.6869,267.87,-5.0232355,4,8.204828262329102
Al.pbe-uspp.UPF,7.110552763819095,80,4,0.02,0.7,-7,8,89.8773,263.97,-5.02357972,4,8.112241744995117
Al.pbe-uspp.UPF,7.115577889447236,80,4,0.02,0.7,-7,8,90.068,260.11,-5.02391939,4,8.127738237380981
Al.pbe-uspp.UPF,7.1206030150753765,80,4,0.02,0.7,-7,8,90.259,256.27,-5.02425455,4,8.165541648864746
Al.pbe-uspp.UPF,7.125628140703517,80,4,0.02,0.7,-7,8,90.4502,252.47,-5.02458521,4,8.195350170135498
Al.pbe-uspp.UPF,7.130653266331659,80,4,0.02,0.7,-7,8,90.6417,248.69,-5.0249114,4,8.247589349746704
Al.pbe-uspp.UPF,7.135678391959799,80,4,0.02,0.7,-7,8,90.8334,244.95,-5.02523316,4,8.088486194610596
Al.pbe-uspp.UPF,7.14070351758794,80,4,0.02,0.7,-7,8,91.0255,241.23,-5.02555057,4,8.335804462432861
Al.pbe-uspp.UPF,7.1457286432160805,80,4,0.02,0.7,-7,8,91.2178,237.56,-5.02586353,4,8.44970154762268
Al.pbe-uspp.UPF,7.150753768844221,80,4,0.02,0.7,-7,8,91.4104,233.9,-5.02617213,4,8.395568609237671
Al.pbe-uspp.UPF,7.155778894472362,80,4,0.02,0.7,-7,8,91.6032,230.28,-5.02647639,4,8.315248250961304
Al.pbe-uspp.UPF,7.160804020100502,80,4,0.02,0.7,-7,8,91.7963,226.69,-5.02677635,4,8.29929256439209
Al.pbe-uspp.UPF,7.165829145728643,80,4,0.02,0.7,-7,8,91.9897,223.13,-5.02707203,4,8.114650249481201
Al.pbe-uspp.UPF,7.1708542713567835,80,4,0.02,0.7,-7,8,92.1834,219.6,-5.02736346,4,7.876474142074585
Al.pbe-uspp.UPF,7.175879396984925,80,4,0.02,0.7,-7,8,92.3773,216.09,-5.02765066,4,8.34244966506958
Al.pbe-uspp.UPF,7.180904522613066,80,4,0.02,0.7,-7,8,92.5716,212.62,-5.02793371,4,8.465154647827148
Al.pbe-uspp.UPF,7.185929648241206,80,4,0.02,0.7,-7,8,92.766,209.17,-5.02821252,4,8.317676067352295
Al.pbe-uspp.UPF,7.190954773869347,80,4,0.02,0.7,-7,8,92.9608,205.75,-5.02848719,4,8.165893316268921
Al.pbe-uspp.UPF,7.1959798994974875,80,4,0.02,0.7,-7,8,93.1558,202.37,-5.02875773,4,8.164520502090454
Al.pbe-uspp.UPF,7.201005025125628,80,4,0.02,0.7,-7,8,93.3511,199.01,-5.02902416,4,8.218191862106323
Al.pbe-uspp.UPF,7.206030150753769,80,4,0.02,0.7,-7,8,93.5466,195.67,-5.02928652,4,8.073117733001709
Al.pbe-uspp.UPF,7.211055276381909,80,4,0.02,0.7,-7,8,93.7425,192.37,-5.02954484,4,8.257612943649292
Al.pbe-uspp.UPF,7.21608040201005,80,4,0.02,0.7,-7,8,93.9386,189.09,-5.02979912,4,8.197062253952026
Al.pbe-uspp.UPF,7.221105527638191,80,4,0.02,0.7,-7,8,94.135,185.85,-5.03004945,4,8.12745976448059
Al.pbe-uspp.UPF,7.226130653266332,80,4,0.02,0.7,-7,8,94.3317,182.62,-5.03029575,4,8.33519172668457
Al.pbe-uspp.UPF,7.231155778894473,80,4,0.02,0.7,-7,8,94.5286,179.42,-5.0305381,4,8.475140571594238
Al.pbe-uspp.UPF,7.236180904522613,80,4,0.02,0.7,-7,8,94.7258,176.26,-5.03077653,4,8.320698022842407
Al.pbe-uspp.UPF,7.241206030150754,80,4,0.02,0.7,-7,8,94.9233,173.11,-5.03101104,4,8.481014966964722
Al.pbe-uspp.UPF,7.2462311557788945,80,4,0.02,0.7,-7,8,95.121,170.0,-5.03124168,4,8.358218431472778
Al.pbe-uspp.UPF,7.251256281407035,80,4,0.02,0.7,-7,8,95.3191,166.91,-5.03146846,4,8.316691875457764
Al.pbe-uspp.UPF,7.256281407035176,80,4,0.02,0.7,-7,8,95.5174,163.85,-5.03169141,4,8.248106241226196
Al.pbe-uspp.UPF,7.261306532663316,80,4,0.02,0.7,-7,8,95.716,160.81,-5.0319106,4,8.307237386703491
Al.pbe-uspp.UPF,7.266331658291457,80,4,0.02,0.7,-7,8,95.9148,157.79,-5.03212595,4,8.29798936843872
Al.pbe-uspp.UPF,7.271356783919598,80,4,0.02,0.7,-7,8,96.1139,154.81,-5.03233755,4,8.377468824386597
Al.pbe-uspp.UPF,7.276381909547739,80,4,0.02,0.7,-7,8,96.3133,151.85,-5.03254541,4,8.310061931610107
Al.pbe-uspp.UPF,7.28140703517588,80,4,0.02,0.7,-7,8,96.513,148.91,-5.03274955,4,8.275812149047852
Al.pbe-uspp.UPF,7.28643216080402,80,4,0.02,0.7,-7,8,96.713,146.0,-5.03295,4,8.266653299331665
Al.pbe-uspp.UPF,7.291457286432161,80,4,0.02,0.7,-7,8,96.9132,143.12,-5.03314679,4,8.572519063949585
Al.pbe-uspp.UPF,7.296482412060302,80,4,0.02,0.7,-7,8,97.1137,140.25,-5.03333992,4,8.3117356300354
Al.pbe-uspp.UPF,7.301507537688442,80,4,0.02,0.7,-7,8,97.3145,137.42,-5.03352948,4,8.288368701934814
